-6.700 -3.698 40.00
-6.650 -3.698 40.00
-6.600 -3.698 40.00
-6.550 -3.698 40.00
-6.700 -3.648 40.00
-6.650 -3.648 40.00
-6.600 -3.648 40.00
-6.550 -3.648 40.00
-6.850 -3.598 40.00
-6.800 -3.598 40.00
-6.750 -3.598 40.00
-6.700 -3.598 40.00
-6.650 -3.598 40.00
-6.600 -3.598 40.00
-6.550 -3.598 40.00
-6.500 -3.598 40.00
-6.850 -3.548 40.00
-6.800 -3.548 40.00
-6.750 -3.548 40.00
-6.700 -3.548 40.00
-6.650 -3.548 40.00
-6.600 -3.548 40.00
-6.550 -3.548 40.00
-6.500 -3.548 40.00
-7.050 -3.498 40.00
-7.000 -3.498 40.00
-6.950 -3.498 40.00
-6.900 -3.498 40.00
-6.850 -3.498 40.00
-6.800 -3.498 40.00
-6.750 -3.498 40.00
-6.700 -3.498 40.00
-6.650 -3.498 40.00
-6.600 -3.498 40.00
-6.550 -3.498 40.00
-6.500 -3.498 40.00
-6.450 -3.498 40.00
-6.400 -3.498 40.00
-7.200 -3.448 40.00
-7.150 -3.448 40.00
-7.100 -3.448 40.00
-7.050 -3.448 40.00
-7.000 -3.448 40.00
-6.950 -3.448 40.00
-6.900 -3.448 40.00
-6.850 -3.448 40.00
-6.800 -3.448 40.00
-6.750 -3.448 40.00
-6.700 -3.448 40.00
-6.650 -3.448 40.00
-6.600 -3.448 40.00
-6.550 -3.448 40.00
-6.500 -3.448 40.00
-6.450 -3.448 40.00
-6.400 -3.448 40.00
-7.200 -3.398 40.00
-7.150 -3.398 40.00
-7.100 -3.398 40.00
-7.050 -3.398 40.00
-7.000 -3.398 40.00
-6.950 -3.398 40.00
-6.900 -3.398 40.00
-6.850 -3.398 40.00
-6.800 -3.398 40.00
-6.750 -3.398 40.00
-6.700 -3.398 40.00
-6.650 -3.398 40.00
-6.600 -3.398 40.00
-6.550 -3.398 40.00
-6.500 -3.398 40.00
-6.450 -3.398 40.00
-6.400 -3.398 40.00
-7.300 -3.348 40.00
-7.250 -3.348 40.00
-7.200 -3.348 40.00
-7.150 -3.348 40.00
-7.100 -3.348 40.00
-7.050 -3.348 40.00
-7.000 -3.348 40.00
-6.950 -3.348 40.00
-6.900 -3.348 40.00
-6.850 -3.348 40.00
-6.800 -3.348 40.00
-6.750 -3.348 40.00
-6.700 -3.348 40.00
-6.650 -3.348 40.00
-6.600 -3.348 40.00
-6.550 -3.348 40.00
-6.500 -3.348 40.00
-6.450 -3.348 40.00
-6.400 -3.348 40.00
-6.350 -3.348 40.00
-6.300 -3.348 40.00
-7.300 -3.298 40.00
-7.250 -3.298 40.00
-7.200 -3.298 40.00
-7.150 -3.298 40.00
-7.100 -3.298 40.00
-7.050 -3.298 40.00
-7.000 -3.298 40.00
-6.950 -3.298 40.00
-6.900 -3.298 40.00
-6.850 -3.298 40.00
-6.800 -3.298 40.00
-6.750 -3.298 40.00
-6.700 -3.298 40.00
-6.650 -3.298 40.00
-6.600 -3.298 40.00
-6.550 -3.298 40.00
-6.500 -3.298 40.00
-6.450 -3.298 40.00
-6.400 -3.298 40.00
-6.350 -3.298 40.00
-6.300 -3.298 40.00
-7.450 -3.247 40.00
-7.400 -3.247 40.00
-7.350 -3.247 40.00
-7.300 -3.247 40.00
-7.250 -3.247 40.00
-7.200 -3.247 40.00
-7.150 -3.247 40.00
-7.100 -3.247 40.00
-7.050 -3.247 40.00
-7.000 -3.247 40.00
-6.950 -3.247 40.00
-6.900 -3.247 40.00
-6.850 -3.247 40.00
-6.800 -3.247 40.00
-6.750 -3.247 40.00
-6.700 -3.247 40.00
-6.650 -3.247 40.00
-6.600 -3.247 40.00
